"time_stamp","product_id","quantity"
"2015-09-13 15:33:56","498883","1"
"2015-09-13 15:01:16","498883","1"
"2015-09-13 15:21:50","741057","1"
"2015-09-13 15:30:45","1863241","1"
"2015-09-13 15:24:04","1863241","1"
"2015-09-13 10:53:37","498883","1"
"2015-09-13 12:15:55","1863241","1"
"2015-09-13 12:15:55","1863241","1"
"2015-09-13 12:10:05","1863241","1"
"2015-09-13 12:06:08","1863241","1"
"2015-09-13 12:20:46","1863241","1"
"2015-09-13 12:13:01","498883","1"
"2015-09-13 17:15:50","498883","1"
"2015-09-13 17:23:34","1863241","2"
"2015-09-13 17:23:13","1863241","1"
"2015-09-13 17:19:44","498883","1"
"2015-09-13 17:08:47","498883","1"
"2015-09-13 14:20:34","1863241","1"
"2015-09-13 14:20:46","1863241","1"
"2015-09-13 14:09:40","1863241","1"
"2015-09-13 14:08:32","1863241","1"
"2015-09-13 13:38:11","1863241","1"
"2015-09-13 13:37:30","1863241","1"
"2015-09-13 13:38:26","498883","1"
"2015-09-13 13:39:33","1863241","1"
"2015-09-13 13:39:42","1863241","1"
"2015-09-13 13:35:43","741057","1"
"2015-09-13 13:34:04","498883","1"
"2015-09-13 13:55:34","498883","1"
"2015-09-13 14:14:43","1863241","1"
"2015-09-13 13:05:45","1863241","1"
"2015-09-13 13:11:35","498883","1"
"2015-09-13 13:09:40","498883","1"
"2015-09-13 12:39:52","498883","1"
"2015-09-13 13:05:33","741057","1"
"2015-09-13 13:01:40","741057","1"
"2015-09-13 13:01:40","741057","1"
"2015-09-13 13:09:37","498883","1"
"2015-09-13 13:22:00","1863241","2"
"2015-09-13 13:22:21","1863241","1"
"2015-09-13 13:22:22","1863241","1"
"2015-09-13 14:57:22","498883","1"
"2015-09-13 15:11:58","498883","1"
"2015-09-13 15:02:43","1863241","1"
"2015-09-13 15:02:43","1863241","1"
"2015-09-13 18:25:27","1863241","1"
"2015-09-13 18:03:18","1863241","1"
"2015-09-13 18:05:22","1863241","1"
"2015-09-13 18:05:21","1863241","1"
"2015-09-13 18:46:13","498883","1"
"2015-09-13 18:37:29","498883","1"
"2015-09-13 18:26:24","498883","1"
"2015-09-13 18:42:48","498883","1"
"2015-09-13 18:48:00","498883","1"
"2015-09-13 19:01:37","1863241","2"
"2015-09-13 19:03:02","1863241","1"
"2015-09-13 19:03:02","1863241","1"
"2015-09-13 19:06:36","1863241","1"
"2015-09-13 19:08:42","1863241","1"
"2015-09-13 19:03:34","1863241","1"
"2015-09-13 19:02:56","1863241","1"
"2015-09-13 18:48:47","1863241","2"
"2015-09-13 18:58:34","1863241","1"
"2015-09-13 18:17:40","1863241","1"
"2015-09-13 17:59:58","741057","1"
"2015-09-13 18:21:14","741057","1"
"2015-09-13 18:17:37","498883","1"
"2015-09-13 17:34:43","741057","5"
"2015-09-13 17:24:00","741057","5"
"2015-09-13 17:36:11","741057","10"
"2015-09-13 18:06:57","1863241","1"
"2015-09-13 18:09:36","1863241","1"
"2015-09-13 18:09:51","498883","1"
"2015-09-13 17:42:51","1863241","1"
"2015-09-13 18:09:10","1863241","1"
"2015-09-13 18:08:40","498883","1"
"2015-09-13 16:39:55","741057","1"
"2015-09-13 16:39:13","741057","1"
"2015-09-13 16:35:46","1863241","1"
"2015-09-13 16:32:18","1863241","1"
"2015-09-13 16:34:19","498883","1"
"2015-09-13 16:38:11","1863241","1"
"2015-09-13 16:16:43","1863241","1"
"2015-09-13 16:59:16","498883","1"
"2015-09-13 16:47:49","498883","1"
"2015-09-13 16:58:14","1863241","1"
"2015-09-13 16:46:03","1863241","1"
"2015-09-13 18:04:53","1863241","1"
"2015-09-13 18:02:57","498883","2"
"2015-09-13 18:02:46","498883","1"
"2015-09-13 16:36:43","1863241","1"
"2015-09-13 17:42:14","1863241","1"
"2015-09-13 16:49:07","1863241","1"
"2015-09-13 16:52:53","1863241","1"
"2015-09-13 15:40:40","498883","1"
"2015-09-13 16:49:15","1863241","1"
"2015-09-13 16:49:19","1863241","1"
"2015-09-13 16:53:53","498883","1"
"2015-09-13 16:48:37","741057","1"
"2015-09-13 16:49:05","741057","2"
"2015-09-13 16:42:36","741057","1"
"2015-09-13 16:41:20","498883","1"
"2015-09-13 16:47:04","498883","2"
"2015-09-13 16:05:54","1863241","1"
"2015-09-13 17:05:59","1863241","1"
"2015-09-13 17:08:01","1863241","1"
"2015-09-13 16:23:24","1863241","1"
"2015-09-13 16:26:16","1863241","1"
"2015-09-13 16:26:16","1863241","1"
"2015-09-13 16:28:20","1863241","1"
"2015-09-13 16:32:19","1863241","2"
"2015-09-13 16:29:28","1863241","1"
"2015-09-13 17:58:34","498883","1"
"2015-09-13 18:38:36","1863241","1"
"2015-09-13 18:35:44","1863241","1"
"2015-09-13 18:36:05","1863241","2"
"2015-09-13 18:21:01","1863241","1"
"2015-09-13 18:14:35","498883","1"
"2015-09-13 18:42:35","741057","5"
"2015-09-13 18:42:44","498883","1"
"2015-09-13 18:42:58","498883","1"
"2015-09-13 18:38:34","498883","1"
"2015-09-13 18:38:03","498883","1"
"2015-09-13 18:34:03","498883","1"
"2015-09-13 17:33:37","498883","1"
"2015-09-13 17:39:08","498883","1"
"2015-09-13 17:29:49","498883","1"
"2015-09-13 17:30:11","498883","1"
"2015-09-13 17:20:45","498883","1"
"2015-09-13 17:40:53","1863241","2"
"2015-09-13 17:46:57","498883","1"
"2015-09-13 17:39:07","1863241","1"
"2015-09-13 17:39:39","1863241","1"
"2015-09-13 17:41:01","498883","1"
"2015-09-13 17:37:56","498883","1"
"2015-09-13 17:34:08","498883","1"
"2015-09-13 17:33:38","498883","1"
"2015-09-13 16:20:23","1863241","1"
"2015-09-13 16:15:08","1863241","1"
"2015-09-13 16:23:56","1863241","1"
"2015-09-13 15:43:14","1863241","1"
"2015-09-13 16:18:41","1863241","1"
"2015-09-13 16:08:56","1863241","1"
"2015-09-13 16:16:46","498883","1"
"2015-09-13 16:12:44","498883","1"
"2015-09-13 16:18:31","1863241","1"
"2015-09-13 16:13:04","1863241","1"
"2015-09-13 17:10:23","498883","1"
"2015-09-13 21:43:27","498883","1"
"2015-09-13 21:54:11","741057","1"
"2015-09-13 21:50:25","1863241","1"
"2015-09-13 21:51:57","1863241","1"
"2015-09-13 22:18:28","1863241","1"
"2015-09-13 22:22:57","1863241","1"
"2015-09-13 22:14:31","1863241","1"
"2015-09-13 22:12:56","498883","1"
"2015-09-13 22:11:07","498883","1"
"2015-09-13 22:11:07","498883","1"
"2015-09-13 22:14:39","498883","1"
"2015-09-13 21:03:04","498883","1"
"2015-09-13 22:16:34","1863241","1"
"2015-09-13 22:33:29","498883","1"
"2015-09-13 21:54:54","498883","1"
"2015-09-13 21:54:42","498883","1"
"2015-09-13 20:57:29","498883","1"
"2015-09-13 22:15:29","1863241","1"
"2015-09-13 22:07:07","498883","1"
"2015-09-13 22:27:54","498883","1"
"2015-09-13 19:52:11","498883","1"
"2015-09-13 18:26:02","1863241","1"
"2015-09-13 18:33:08","1863241","1"
"2015-09-13 18:26:07","741057","1"
"2015-09-13 19:27:58","1863241","1"
"2015-09-13 19:30:24","1863241","1"
"2015-09-13 19:33:07","1863241","1"
"2015-09-13 18:44:44","741057","2"
"2015-09-13 18:51:03","498883","1"
"2015-09-13 18:52:31","498883","1"
"2015-09-13 18:48:55","1863241","1"
"2015-09-13 20:22:51","1863241","1"
"2015-09-13 20:22:28","1863241","1"
"2015-09-13 20:23:52","1863241","1"
"2015-09-13 20:21:15","1863241","1"
"2015-09-13 20:18:22","1863241","1"
"2015-09-13 20:05:43","498883","1"
"2015-09-13 20:04:09","498883","1"
"2015-09-13 20:17:38","498883","1"
"2015-09-13 19:34:30","498883","1"
"2015-09-13 20:18:33","741057","1"
"2015-09-13 20:16:22","741057","1"
"2015-09-13 20:38:00","498883","1"
"2015-09-13 21:05:53","498883","1"
"2015-09-13 20:58:55","1863241","1"
"2015-09-13 20:59:56","1863241","1"
"2015-09-13 21:10:30","1863241","1"
"2015-09-13 21:05:17","1863241","1"
"2015-09-13 21:06:13","741057","1"
"2015-09-13 20:50:14","741057","1"
"2015-09-13 21:09:50","498883","1"
"2015-09-13 22:11:18","1863241","1"
"2015-09-13 21:55:41","498883","1"
"2015-09-13 21:40:55","498883","1"
"2015-09-13 22:04:19","498883","1"
"2015-09-13 22:08:06","1863241","1"
"2015-09-13 20:55:04","1863241","1"
"2015-09-13 21:27:46","1863241","1"
"2015-09-13 21:32:04","1863241","1"
"2015-09-13 21:31:37","1863241","1"
"2015-09-13 21:46:22","498883","1"
"2015-09-13 21:20:44","1863241","1"
"2015-09-13 21:34:17","1863241","2"
"2015-09-13 21:34:17","1863241","2"
"2015-09-13 21:55:11","741057","1"
"2015-09-13 21:47:24","498883","1"
"2015-09-13 19:15:20","1863241","1"
"2015-09-13 19:26:56","1863241","1"
"2015-09-13 19:35:46","498883","1"
"2015-09-13 19:27:36","498883","1"
"2015-09-13 19:29:26","498883","1"
"2015-09-13 19:14:53","498883","1"
"2015-09-13 19:01:35","498883","1"
"2015-09-13 19:05:59","741057","1"
"2015-09-13 19:07:27","741057","2"
"2015-09-13 19:00:51","498883","1"
"2015-09-13 19:03:16","498883","2"
"2015-09-13 19:32:14","498883","1"
"2015-09-13 19:01:25","498883","1"
"2015-09-13 19:14:58","498883","1"
"2015-09-13 19:10:02","498883","1"
"2015-09-13 19:33:19","1863241","1"
"2015-09-13 21:21:44","498883","1"
"2015-09-13 21:02:09","498883","1"
"2015-09-13 21:15:13","498883","1"
"2015-09-13 20:32:52","741057","1"
"2015-09-13 20:33:28","741057","1"
"2015-09-13 20:36:42","1863241","1"
"2015-09-13 20:41:13","1863241","1"
"2015-09-13 20:40:15","1863241","1"
"2015-09-13 20:30:06","1863241","1"
"2015-09-13 20:40:31","1863241","2"
"2015-09-13 20:40:31","1863241","1"
"2015-09-13 20:30:52","741057","1"
"2015-09-13 20:19:57","1863241","1"
"2015-09-13 20:35:10","1863241","1"
"2015-09-13 20:28:03","1863241","1"
"2015-09-13 20:24:17","741057","2"
"2015-09-13 20:27:25","498883","1"
"2015-09-13 20:34:39","1863241","1"
"2015-09-13 20:33:07","1863241","1"
"2015-09-13 20:31:34","498883","1"
"2015-09-13 20:29:44","1863241","1"
"2015-09-13 20:00:46","1863241","1"
"2015-09-13 20:32:06","498883","1"
"2015-09-13 19:49:18","1863241","1"
"2015-09-13 22:15:14","741057","1"
"2015-09-13 22:38:18","741057","2"
"2015-09-13 22:41:47","1863241","1"
"2015-09-13 22:23:23","498883","1"
"2015-09-13 22:43:57","741057","1"
"2015-09-13 20:55:17","1863241","1"
"2015-09-13 20:48:28","1863241","1"
"2015-09-13 20:45:46","1863241","1"
"2015-09-13 21:03:00","1863241","1"
"2015-09-13 20:41:29","1863241","1"
"2015-09-13 21:01:19","498883","1"
"2015-09-13 20:49:32","1863241","1"
"2015-09-13 19:31:21","1863241","1"
"2015-09-13 20:49:08","1863241","1"
"2015-09-13 20:45:08","498883","1"
"2015-09-13 20:49:57","741057","1"
"2015-09-13 20:43:34","498883","1"
"2015-09-13 20:47:50","1863241","1"
"2015-09-13 20:43:31","498883","1"
"2015-09-13 20:45:30","498883","1"
"2015-09-13 20:52:24","498883","1"
"2015-09-13 20:52:00","498883","1"
"2015-09-13 20:36:37","1863241","1"
"2015-09-13 20:49:41","1863241","1"
"2015-09-13 20:05:08","498883","1"
"2015-09-13 20:12:04","1863241","1"
"2015-09-13 20:50:27","498883","1"
"2015-09-13 21:33:32","498883","1"
"2015-09-13 21:17:44","498883","1"
"2015-09-13 21:17:25","1863241","1"
"2015-09-13 21:33:47","498883","1"
"2015-09-13 21:12:10","498883","1"
"2015-09-13 21:15:55","1863241","1"
"2015-09-13 21:09:02","1863241","1"
"2015-09-13 21:44:44","1863241","1"
"2015-09-13 23:54:30","1863241","1"
"2015-09-13 23:31:41","1863241","1"
"2015-09-13 23:55:18","498883","1"
"2015-09-13 23:50:15","1863241","1"
"2015-09-13 22:55:59","741057","1"
"2015-09-13 23:02:01","1863241","1"
"2015-09-13 22:54:25","1863241","1"
"2015-09-13 22:28:18","498883","1"
"2015-09-13 22:47:31","498883","1"
"2015-09-13 22:46:43","498883","1"
"2015-09-13 22:10:26","498883","1"
"2015-09-13 22:40:39","498883","1"
"2015-09-13 22:47:49","741057","3"
"2015-09-13 22:45:50","1863241","1"
"2015-09-13 23:11:18","1863241","1"
"2015-09-13 23:11:16","1863241","1"
"2015-09-13 23:12:30","1863241","1"
"2015-09-13 23:09:18","1863241","1"
"2015-09-13 23:06:08","1863241","1"
"2015-09-13 22:58:27","498883","1"
"2015-09-13 22:36:44","498883","1"
"2015-09-13 23:09:53","498883","1"
"2015-09-13 22:47:12","498883","1"
"2015-09-13 23:07:07","498883","1"
"2015-09-13 22:38:47","498883","1"
"2015-09-13 19:43:06","741057","1"
"2015-09-13 20:07:02","1863241","1"
"2015-09-13 00:59:10","1863241","1"
"2015-09-13 00:57:34","1863241","1"
"2015-09-13 01:43:46","1863241","1"
"2015-09-13 07:29:01","1863241","1"
"2015-09-13 07:39:58","1863241","1"
"2015-09-13 07:46:21","498883","1"
"2015-09-13 08:12:49","1863241","1"
"2015-09-13 08:13:00","1863241","2"
"2015-09-13 08:04:55","1863241","1"
"2015-09-13 07:52:07","1863241","1"
"2015-09-13 08:00:33","1863241","1"
"2015-09-13 08:34:31","1863241","1"
"2015-09-13 02:56:34","1863241","1"
"2015-09-13 03:05:19","1863241","1"
"2015-09-13 03:11:31","741057","1"
"2015-09-13 03:09:54","1863241","1"
"2015-09-13 03:41:15","498883","1"
"2015-09-13 03:02:39","1863241","1"
"2015-09-13 02:38:08","1863241","1"
"2015-09-13 02:20:45","1863241","1"
"2015-09-13 02:43:40","1863241","3"
"2015-09-13 05:14:44","1863241","1"
"2015-09-13 05:14:00","1863241","1"
"2015-09-13 05:17:40","1863241","1"
"2015-09-13 05:22:00","1863241","1"
"2015-09-13 00:38:23","1863241","1"
"2015-09-13 00:32:38","1863241","1"
"2015-09-13 00:41:45","1863241","1"
"2015-09-13 00:35:55","498883","1"
"2015-09-13 00:34:03","498883","1"
"2015-09-13 00:22:27","498883","1"
"2015-09-13 00:44:00","741057","1"
"2015-09-13 03:18:23","1863241","1"
"2015-09-13 02:33:36","1863241","1"
"2015-09-13 03:12:31","498883","1"
"2015-09-13 03:15:08","498883","1"
"2015-09-13 01:45:39","1863241","1"
"2015-09-13 02:28:32","498883","1"
"2015-09-13 00:16:01","498883","1"
"2015-09-13 00:22:24","1863241","2"
"2015-09-13 00:24:18","741057","1"
"2015-09-13 00:24:26","741057","1"
"2015-09-13 00:25:04","741057","1"
"2015-09-13 00:24:22","741057","1"
"2015-09-13 03:42:07","498883","1"
"2015-09-13 00:49:52","1863241","1"
"2015-09-13 00:40:44","1863241","1"
"2015-09-13 00:22:47","1863241","1"
"2015-09-13 00:48:49","1863241","1"
"2015-09-13 03:56:58","1863241","1"
"2015-09-13 05:08:46","498883","1"
"2015-09-13 01:21:13","1863241","1"
"2015-09-13 01:42:31","1863241","1"
"2015-09-13 00:37:57","498883","1"
"2015-09-13 01:03:37","1863241","1"
"2015-09-13 01:03:47","1863241","2"
"2015-09-13 01:09:44","1863241","1"
"2015-09-13 08:11:48","498883","1"
"2015-09-13 07:25:23","741057","1"
"2015-09-13 01:15:53","498883","1"
"2015-09-13 01:22:04","1863241","1"
"2015-09-13 01:11:27","1863241","1"
"2015-09-13 01:15:29","1863241","1"
"2015-09-13 01:20:07","1863241","1"
"2015-09-13 01:20:07","1863241","1"
"2015-09-13 01:07:46","1863241","1"
"2015-09-13 01:07:55","1863241","1"
"2015-09-13 01:52:01","498883","1"
"2015-09-13 01:17:13","498883","1"
"2015-09-13 02:26:15","498883","1"
"2015-09-13 01:59:51","1863241","1"
"2015-09-13 02:25:06","1863241","1"
"2015-09-13 02:32:17","741057","1"
"2015-09-13 02:30:09","741057","1"
"2015-09-13 02:30:54","741057","1"
"2015-09-13 07:56:59","1863241","1"
"2015-09-13 07:28:13","1863241","1"
"2015-09-13 00:43:13","1863241","1"
"2015-09-13 00:43:52","1863241","1"
"2015-09-13 01:27:44","1863241","1"
"2015-09-13 02:02:14","1863241","1"
"2015-09-13 02:05:25","1863241","1"
"2015-09-13 02:05:18","1863241","1"
"2015-09-13 01:57:15","1863241","1"
"2015-09-13 01:51:03","1863241","1"
"2015-09-13 01:39:48","1863241","1"
"2015-09-13 01:18:11","1863241","1"
"2015-09-13 00:45:59","1863241","1"
"2015-09-13 02:23:21","1863241","1"
"2015-09-13 02:09:50","1863241","1"
"2015-09-13 06:47:24","1863241","1"
"2015-09-13 08:28:54","1863241","1"
"2015-09-13 08:25:38","1863241","1"
"2015-09-13 08:27:51","1863241","1"
"2015-09-13 07:18:18","1863241","1"
"2015-09-13 07:19:35","1863241","1"
"2015-09-13 01:24:11","498883","1"
"2015-09-13 01:17:28","1863241","1"
"2015-09-13 01:28:38","498883","1"
"2015-09-13 01:27:52","1863241","1"
"2015-09-13 00:59:29","498883","1"
"2015-09-13 01:19:16","1863241","1"
"2015-09-13 00:13:41","1863241","1"
"2015-09-13 00:15:29","1863241","1"
"2015-09-13 00:18:15","498883","1"
"2015-09-13 00:19:02","1863241","1"
"2015-09-13 00:15:46","1863241","1"
"2015-09-13 00:23:42","1863241","1"
"2015-09-13 00:23:58","1863241","1"
"2015-09-13 00:18:18","1863241","1"
"2015-09-13 00:14:09","1863241","1"
"2015-09-13 01:00:52","1863241","1"
